"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_norm","batch_size","dropout","lr","negative_slope","epoch","train_acc_batch","train_acc_epoch","train_loss_agr_epoch","train_loss_batch","train_loss_con_epoch","train_loss_epoch","train_loss_ext_epoch","train_loss_neu_epoch","train_loss_ope_epoch","trainer/global_step","val_acc_epoch","val_loss_agr_epoch","val_loss_con_epoch","val_loss_epoch","val_loss_ext_epoch","val_loss_neu_epoch","val_loss_ope_epoch","train_acc_2_batch","train_acc_2_epoch","val_acc_2_epoch"
"young-sweep-50","finished","-","krl1","","2022-06-01T15:39:28.000Z","24","1wxcu9nl","true","4","0.1","0.000005","0.01","5","0.44999998807907104","0.44343435764312744","0.8323079943656921","0.7622435092926025","0.771462619304657","0.7491856813430786","0.7616986632347107","0.6715705990791321","0.7088884115219116","593","0.4000000059604645","0.709251880645752","0.750881016254425","0.7277640700340271","0.7601970434188843","0.7307031750679016","0.6877870559692383","0.44999998807907104","0.45235690474510193","0.39852941036224365"
"golden-sweep-49","finished","-","krl1","","2022-06-01T15:34:47.000Z","279","1wxcu9nl","false","128","0.4","0.00001","0.1","1279","0.6166666746139526","0.5989899039268494","0.6505236625671387","0.6515316367149353","0.637491762638092","0.6638892292976379","0.653549313545227","0.6797764301300049","0.6981047987937927","5119","0.6318181753158569","0.7031132578849792","0.6997477412223816","0.6724651455879211","0.645560085773468","0.6958154439926147","0.6180889010429382","0.6166666746139526","0.535198450088501","0.5057838559150696"
"eager-sweep-48","finished","-","krl1","","2022-06-01T15:33:37.000Z","69","1wxcu9nl","false","128","0.2","0.00005","0.01","286","0.699999988079071","0.6651515364646912","0.590958833694458","0.6447446942329407","0.5886300802230835","0.6249016523361206","0.6185581684112549","0.6556257605552673","0.6707351803779602","1147","0.6318181753158569","0.7361440062522888","0.8050382137298584","0.6801672577857971","0.6221426725387573","0.7150717377662659","0.5224396586418152","0.699999988079071","0.6554323434829712","0.5690340995788574"
"happy-sweep-47","finished","-","krl1","","2022-06-01T15:33:17.000Z","18","1wxcu9nl","false","2","0.2","0.0005","0","2","0.699999988079071","0.6580808162689209","0.5914198756217957","0.6610181927680969","0.5908064246177673","0.6235470771789551","0.6212947964668274","0.6300618052482605","0.6841521859169006","593","0.6318181753158569","0.8282663822174072","0.7895233035087585","0.7009832859039307","0.621366560459137","0.6933456063270569","0.5724143981933594","0.699999988079071","0.6223905682563782","0.591176450252533"
"stellar-sweep-46","finished","-","krl1","","2022-06-01T15:32:49.000Z","26","1wxcu9nl","false","2","0.3","0.0005","0.01","4","0.800000011920929","0.6631312966346741","0.6336769461631775","0.6378335356712341","0.5848706364631653","0.6409457325935364","0.6505259275436401","0.6612024903297424","0.6744527816772461","989","0.6318181753158569","0.7321092486381531","0.7691693902015686","0.6875489950180054","0.6402485370635986","0.7070976495742798","0.5891202092170715","0.800000011920929","0.6211110949516296","0.5535714030265808"
"iconic-sweep-45","finished","-","krl1","","2022-06-01T15:32:28.000Z","19","1wxcu9nl","false","8","0","0.005","0.01","9","0.75","0.7676767706871033","0.356219083070755","0.6112638711929321","0.4710634052753449","0.4398184418678284","0.35033851861953735","0.3459893763065338","0.6754817962646484","499","0.6045454740524292","0.8844786286354065","0.7316257953643799","0.7922086715698242","0.9126880764961244","0.7953255772590637","0.636925220489502","0.75","0.7320201992988586","0.567105233669281"
"restful-sweep-44","finished","-","krl1","","2022-06-01T15:32:01.000Z","26","1wxcu9nl","true","32","0.2","0.005","0.01","40","0.856249988079071","0.868686854839325","0.2664390504360199","0.3904735743999481","0.30858349800109863","0.31092607975006104","0.3518925607204437","0.3187979757785797","0.3089173436164856","532","0.5681818127632141","0.793345034122467","1.353558897972107","0.7626736164093018","0.49105823040008545","0.5312016606330872","0.6442044973373413","0.856249988079071","0.8293668627738953","0.5480519533157349"
"smooth-sweep-43","finished","-","krl1","","2022-06-01T15:31:42.000Z","18","1wxcu9nl","false","4","0.2","0.001","0.01","4","0.6000000238418579","0.7166666388511658","0.5492070317268372","0.6007838845252991","0.5754192471504211","0.5518902540206909","0.4227654039859772","0.5372591614723206","0.6748006939888","494","0.5636363625526428","0.947475254535675","0.8842733502388","0.7535229921340942","0.7264819741249084","0.6331468820571899","0.5762376189231873","0.6000000238418579","0.6582828164100647","0.6026315689086914"
"splendid-sweep-42","finished","-","krl1","","2022-06-01T15:30:10.000Z","91","1wxcu9nl","false","2","0.1","0.00001","0.02","19","0.699999988079071","0.469696968793869","0.7055574059486389","0.6375434398651123","0.6651204228401184","0.7107274532318115","0.7336099147796631","0.7710627317428589","0.6782864928245544","3959","0.550000011920929","0.6949779987335205","0.6950698494911194","0.686996340751648","0.7407968640327454","0.7147111892700195","0.5894256234169006","0.699999988079071","0.4678535461425781","0.550452470779419"
"vibrant-sweep-41","finished","-","krl1","","2022-06-01T15:28:27.000Z","102","1wxcu9nl","false","8","0","0.000005","0","79","0.4000000059604645","0.36868685483932495","0.7197165489196777","0.7353295683860779","0.7798601984977722","0.7267002463340759","0.7214875817298889","0.7343891263008118","0.6780477166175842","3999","0.550000011920929","0.697598397731781","0.7042585015296936","0.6834709048271179","0.724795401096344","0.7000605463981628","0.5906412601470947","0.4000000059604645","0.36868685483932495","0.550000011920929"
"robust-sweep-40","finished","-","krl1","","2022-06-01T15:28:02.000Z","24","1wxcu9nl","false","64","0.3","0.005","0","64","0.7718750238418579","0.7595959305763245","0.37896528840065","0.4539955258369446","0.4646521508693695","0.447470098733902","0.36776503920555115","0.37502944469451904","0.6509386897087097","454","0.5545454621315002","1.0161043405532837","0.8224931359291077","0.946601927280426","1.4576821327209473","0.9636984467506408","0.47303155064582825","0.7718750238418579","0.7220357060432434","0.573966920375824"
"warm-sweep-39","finished","-","krl1","","2022-06-01T15:27:20.000Z","40","1wxcu9nl","true","2","0.2","0.005","0","7","0.699999988079071","0.6646464467048645","0.5980753898620605","0.5398508310317993","0.5634344220161438","0.6152297854423523","0.6128038167953491","0.6280924677848816","0.6737426519393921","1583","0.699999988079071","0.8458570837974548","0.8340863585472107","0.6835463643074036","0.6024175882339478","0.6052104830741882","0.5301603674888611","0.699999988079071","0.6623737215995789","0.6410112380981445"
"rare-sweep-38","finished","-","krl1","","2022-06-01T15:27:00.000Z","19","1wxcu9nl","true","4","0.1","0.00005","0.1","4","0.5","0.5646464824676514","0.640274167060852","0.7717962265014648","0.6994731426239014","0.6991704106330872","0.61014324426651","0.8614823818206787","0.684478759765625","494","0.5590909123420715","0.7044708132743835","0.6752749085426331","0.697420597076416","0.6296688914299011","0.795742392539978","0.6819459795951843","0.5","0.5523232221603394","0.5456140637397766"
"firm-sweep-37","finished","-","krl1","","2022-06-01T15:26:31.000Z","28","1wxcu9nl","false","8","0.1","0.00005","0.02","17","0.699999988079071","0.6621212363243103","0.5984864234924316","0.6714023947715759","0.5653395056724548","0.6302794218063354","0.6367164254188538","0.6654859185218811","0.6853687763214111","899","0.6318181753158569","0.7600526213645935","0.8447515368461609","0.715040385723114","0.6357407569885254","0.6944476962089539","0.6402094960212708","0.699999988079071","0.5946127772331238","0.4900990128517151"
"hearty-sweep-36","finished","-","krl1","","2022-06-01T15:26:09.000Z","20","1wxcu9nl","false","4","0.2","0.001","0.01","5","0.699999988079071","0.7015151381492615","0.5214501023292542","0.4837356507778168","0.5781766176223755","0.538783848285675","0.3891252875328064","0.49432939291000366","0.7108378410339355","593","0.5954545736312866","1.106439471244812","1.020968317985535","0.8182168006896973","0.744974672794342","0.5992318987846375","0.6194697618484497","0.699999988079071","0.6458753943443298","0.5764706134796143"
"elated-sweep-35","finished","-","krl1","","2022-06-01T15:25:31.000Z","36","1wxcu9nl","true","2","0.1","0.01","0.02","6","0.8999999761581421","0.6686868667602539","0.6012699007987976","0.5208297967910767","0.5706018209457397","0.6288878321647644","0.6362543702125549","0.6571863293647766","0.6791268587112427","1385","0.6318181753158569","0.7381765246391296","0.7619981169700623","0.682033360004425","0.6344085335731506","0.7121701240539551","0.5634133219718933","0.8999999761581421","0.6662337779998779","0.6269230842590332"
"misty-sweep-34","finished","-","krl1","","2022-06-01T15:24:47.000Z","42","1wxcu9nl","true","128","0.3","0.005","0.05","161","0.9166666865348816","0.8535353541374207","0.28687819838523865","0.28028544783592224","0.32162538170814514","0.3402235507965088","0.35035502910614014","0.34482765197753906","0.39743146300315857","647","0.4954545199871063","0.8780671954154968","1.3331354856491089","1.0156772136688232","0.9245283603668212","1.175018548965454","0.7676367163658142","0.9166666865348816","0.8233975768089294","0.5592024326324463"
"fresh-sweep-33","finished","-","krl1","","2022-06-01T15:22:32.000Z","134","1wxcu9nl","false","32","0.4","0.000005","0.05","319","0.5375000238418579","0.4848484992980957","0.7515169978141785","0.6903466582298279","0.7396590709686279","0.700744092464447","0.6549644470214844","0.6739997267723083","0.6835803985595703","4159","0.6227272748947144","0.7100937366485596","0.7008330821990967","0.6748113036155701","0.6404991149902344","0.69200199842453","0.6306288242340088","0.5375000238418579","0.4848484992980957","0.6227272748947144"
"dandy-sweep-32","finished","-","krl1","","2022-06-01T15:22:08.000Z","21","1wxcu9nl","true","32","0.2","0.005","0.05","34","0.8500000238418579","0.8772727847099304","0.25756844878196716","0.3428611159324646","0.25879958271980286","0.29793933033943176","0.3201459050178528","0.36970698833465576","0.2834758162498474","454","0.5181818008422852","0.9359787106513976","1.1957021951675415","0.885478675365448","0.6533774137496948","0.802804708480835","0.8395302891731262","0.8500000238418579","0.8350071907043457","0.5450757741928101"
"firm-sweep-31","finished","-","krl1","","2022-06-01T15:21:47.000Z","19","1wxcu9nl","true","8","0.4","0.00001","0.01","9","0.800000011920929","0.48131313920021057","0.7838813662528992","0.6144753694534302","0.7192724347114563","0.721058189868927","0.7173827290534973","0.692147970199585","0.6926063895225525","499","0.6045454740524292","0.7395296096801758","0.7194471955299377","0.6743053793907166","0.6510007381439209","0.6664727330207825","0.5950766205787659","0.800000011920929","0.47833332419395447","0.6197368502616882"
"olive-sweep-30","finished","-","krl1","","2022-06-01T15:20:12.000Z","94","1wxcu9nl","false","64","0","0.00005","0.01","324","0.6625000238418579","0.6419191956520081","0.5815415382385254","0.5646705031394958","0.5711503028869629","0.5827557444572449","0.4011389911174774","0.700133740901947","0.659814178943634","2274","0.5545454621315002","0.761806070804596","0.7774960994720459","0.6795424818992615","0.6238698959350586","0.6581608653068542","0.5763795375823975","0.6625000238418579","0.5944941639900208","0.5071806907653809"
"charmed-sweep-29","finished","-","krl1","","2022-06-01T15:19:08.000Z","20","1wxcu9nl","false","8","0.3","0.005","0.02","9","0.6000000238418579","0.7520201802253723","0.4756240248680115","0.736984133720398","0.5129263401031494","0.4932890832424164","0.37166762351989746","0.4362987875938415","0.6699283719062805","499","0.6045454740524292","0.8699450492858887","0.7836835980415344","0.8046119809150696","0.9979243278503418","0.8247464299201965","0.5467604398727417","0.6000000238418579","0.7000505328178406","0.6307017803192139"
"driven-sweep-28","finished","-","krl1","","2022-06-01T15:17:51.000Z","27","1wxcu9nl","true","64","0.2","0.00005","0.02","72","0.59375","0.5964646339416504","0.7695505619049072","0.6565694212913513","0.5817400813102722","0.6517303586006165","0.6311765909194946","0.6320664882659912","0.6441183090209961","510","0.6045454740524292","0.7075705528259277","0.7424766421318054","0.67133629322052","0.7403321862220764","0.6651132702827454","0.5011888146400452","0.59375","0.5680642127990723","0.5843980312347412"
"azure-sweep-27","finished","-","krl1","","2022-06-01T15:17:15.000Z","35","1wxcu9nl","true","32","0","0.0001","0.1","69","0.793749988079071","0.8181818127632141","0.514404296875","0.5211216807365417","0.4299623966217041","0.5218520164489746","0.6170737147331238","0.5748394727706909","0.47298017144203186","909","0.5090909004211426","0.6380718946456909","0.8046824932098389","0.712482750415802","0.7151126861572266","0.7530819773674011","0.6514647603034973","0.793749988079071","0.6992712616920471","0.5096670985221863"
"treasured-sweep-26","finished","-","krl1","","2022-06-01T15:16:48.000Z","25","1wxcu9nl","false","64","0.2","0.001","0.1","66","0.746874988079071","0.7691919207572937","0.34080687165260315","0.4473422467708587","0.4739955961704254","0.44637417793273926","0.395963579416275","0.3412543833255768","0.6798503398895264","468","0.6045454740524292","1.150171399116516","0.8342404961585999","0.928601861000061","0.9900211095809937","1.1266303062438965","0.5419459342956543","0.746874988079071","0.7081486582756042","0.6299465298652649"
"crisp-sweep-25","finished","-","krl1","","2022-06-01T15:16:20.000Z","26","1wxcu9nl","false","2","0","0.01","0.05","4","1","0.7494949698448181","0.415653258562088","0.30220773816108704","0.5224772691726685","0.470496118068695","0.35189488530158997","0.3809493482112885","0.6815060973167419","989","0.5772727131843567","0.8500699400901794","0.7240914702415466","0.7267901301383972","0.8584997057914734","0.6771349906921387","0.5241546630859375","1","0.7216161489486694","0.6080357432365417"
"copper-sweep-24","finished","-","krl1","","2022-06-01T15:15:22.000Z","56","1wxcu9nl","false","64","0.3","0.00001","0.01","183","0.40937501192092896","0.40505051612854","0.7464678883552551","0.7115427851676941","0.7122071385383606","0.7091187834739685","0.7191748023033142","0.6705921292304993","0.6971518397331238","1287","0.36818182468414307","0.7057465314865112","0.6934687495231628","0.7056056261062622","0.7211116552352905","0.698887050151825","0.7088140249252319","0.40937501192092896","0.3986166417598725","0.36818182468414307"
"quiet-sweep-23","finished","-","krl1","","2022-06-01T15:14:31.000Z","36","1wxcu9nl","true","128","0","0.01","0.02","130","0.9333333373069764","0.965656578540802","0.07424270361661911","0.16191035509109497","0.2723248600959778","0.1559477597475052","0.12990397214889526","0.09777170419692992","0.2054955363273621","523","0.5272727012634277","1.540316104888916","2.1194558143615723","1.5524235963821411","1.0313206911087036","1.923428654670715","1.1475974321365356","0.9333333373069764","0.93099707365036","0.5056818127632141"
"jolly-sweep-22","finished","-","krl1","","2022-06-01T15:13:51.000Z","36","1wxcu9nl","true","2","0","0.0005","0","6","0.8999999761581421","0.6646464467048645","0.6013593077659607","0.5170501470565796","0.5861142873764038","0.6290100812911987","0.6291012167930603","0.6443300843238831","0.6841451525688171","1385","0.6090909242630005","0.741778552532196","0.6965854167938232","0.6576299667358398","0.6234675049781799","0.6294222474098206","0.5968959331512451","0.8999999761581421","0.5927850008010864","0.5865384340286255"
"smooth-sweep-21","finished","-","krl1","","2022-06-01T15:13:28.000Z","21","1wxcu9nl","true","32","0.1","0.0005","0.05","32","0.8812500238418579","0.8520202040672302","0.4268003702163696","0.43141427636146545","0.3736390173435211","0.4243670403957367","0.4356931746006012","0.4612681567668915","0.4244345128536224","428","0.5590909123420715","0.7524769902229309","0.9840496182441713","0.7815948128700256","0.769570529460907","0.7155077457427979","0.6863692402839661","0.8812500238418579","0.774716854095459","0.5438502430915833"
"warm-sweep-20","finished","-","krl1","","2022-06-01T15:13:07.000Z","18","1wxcu9nl","true","8","0.1","0.00001","0.1","8","0.75","0.6161616444587708","0.5972554087638855","0.6142786145210266","0.6850425004959106","0.6534214615821838","0.6349823474884033","0.6533144116401672","0.6965125799179077","449","0.5136363506317139","0.7541515827178955","0.7059886455535889","0.7033211588859558","0.7235119342803955","0.6513630747795105","0.681590735912323","0.75","0.5886644124984741","0.4985436797142029"
"neat-sweep-19","finished","-","krl1","","2022-06-01T15:12:48.000Z","17","1wxcu9nl","false","4","0.2","0.001","0.02","4","0.550000011920929","0.6626262664794922","0.5185747742652893","0.5904898047447205","0.5766344666481018","0.5499483346939087","0.40246808528900146","0.5495990514755249","0.7024651765823364","494","0.6045454740524292","0.8481261730194092","0.8176348209381104","0.7223984003067017","0.6989860534667969","0.6756242513656616","0.571620762348175","0.550000011920929","0.6512120962142944","0.6263157725334167"
"decent-sweep-18","finished","-","krl1","","2022-06-01T15:12:28.000Z","19","1wxcu9nl","true","8","0.2","0.0005","0","8","0.699999988079071","0.728787899017334","0.474608838558197","0.5742034912109375","0.5796436071395874","0.5427161455154419","0.4940189719200134","0.4973081350326538","0.6680009365081787","449","0.6590909361839294","0.7815709710121155","0.746547520160675","0.6949123740196228","0.6823939681053162","0.6544074416160583","0.609642505645752","0.699999988079071","0.6792368292808533","0.5980582237243652"
"stoic-sweep-17","finished","-","krl1","","2022-06-01T15:12:00.000Z","27","1wxcu9nl","true","2","0.3","0.000005","0.05","4","0.699999988079071","0.5378788113594055","0.6331678628921509","0.7000910639762878","0.7010643482208252","0.7137696743011475","0.6877644658088684","0.7335860729217529","0.813265323638916","989","0.36818182468414307","0.6904270648956299","0.7247095704078674","0.7299922108650208","0.7093372344970703","0.6965911388397217","0.8288962841033936","0.699999988079071","0.5346464514732361","0.4151785671710968"
"rare-sweep-16","finished","-","krl1","","2022-06-01T15:11:17.000Z","41","1wxcu9nl","true","2","0.4","0.01","0.02","7","0.699999988079071","0.6686868667602539","0.6016079783439636","0.5916332006454468","0.5685856938362122","0.6266424059867859","0.6393845081329346","0.64802086353302","0.6756129264831543","1583","0.6318181753158569","0.7690984606742859","0.8286661505699158","0.6893734931945801","0.607947826385498","0.6953378319740295","0.5458175539970398","0.699999988079071","0.6630050539970398","0.6224719285964966"
"robust-sweep-15","finished","-","krl1","","2022-06-01T15:10:46.000Z","30","1wxcu9nl","false","32","0.4","0.0005","0","51","0.7333333492279053","0.7212121486663818","0.4859187602996826","0.4696121513843536","0.5447612404823303","0.5194891095161438","0.41482874751091","0.46981164813041687","0.6821253299713135","675","0.6272727251052856","1.082946538925171","0.868032693862915","0.8154012560844421","0.7736799716949463","0.7358483672142029","0.6164984703063965","0.7333333492279053","0.6464354991912842","0.5585763454437256"
"giddy-sweep-14","finished","-","krl1","","2022-06-01T15:08:31.000Z","133","1wxcu9nl","false","32","0.1","0.000005","0.02","319","0.5625","0.534343421459198","0.6231864094734192","0.6750187277793884","0.7110651135444641","0.6774184703826904","0.664277195930481","0.7008698582649231","0.6876938343048096","4159","0.6318181753158569","0.700715959072113","0.6955841183662415","0.6811473965644836","0.6530719995498657","0.6924996972084045","0.6638646721839905","0.5625","0.5153235197067261","0.6318181753158569"
"swept-sweep-13","finished","-","krl1","","2022-06-01T15:08:11.000Z","18","1wxcu9nl","false","4","0.3","0.001","0.02","4","0.6499999761581421","0.7212121486663818","0.5276815891265869","0.5350799560546875","0.5849764943122864","0.5457260608673096","0.40746793150901794","0.5059216618537903","0.7025824785232544","494","0.6272727251052856","0.852935791015625","0.8142497539520264","0.7018734216690063","0.6960286498069763","0.5894758701324463","0.5566769242286682","0.6499999761581421","0.6746464371681213","0.6149122714996338"
"desert-sweep-12","finished","-","krl1","","2022-06-01T15:07:35.000Z","34","1wxcu9nl","true","2","0.3","0.0001","0.02","3","0.4000000059604645","0.5176767706871033","0.6461367607116699","0.833515465259552","0.7637336850166321","0.7092780470848083","0.6846262812614441","0.7310770153999329","0.7208163142204285","791","0.5772727131843567","0.7170217633247375","0.7299054861068726","0.693996012210846","0.6627731323242188","0.7232652306556702","0.6370144486427307","0.4000000059604645","0.4977272748947144","0.5722222328186035"
"glorious-sweep-11","finished","-","krl1","","2022-06-01T15:06:57.000Z","35","1wxcu9nl","true","64","0.4","0.001","0.05","105","0.75","0.7813131213188171","0.3623015582561493","0.4776699244976044","0.4248596727848053","0.46921586990356445","0.4521084725856781","0.4610579013824463","0.6457517743110657","741","0.6363636255264282","0.8848063945770264","0.931699514389038","0.7716230750083923","0.6993985772132874","0.7054125666618347","0.6367983818054199","0.75","0.7296741008758545","0.6232370138168335"
"grateful-sweep-10","finished","-","krl1","","2022-06-01T15:06:33.000Z","23","1wxcu9nl","true","8","0.4","0.000005","0.05","12","0.550000011920929","0.5338383913040161","0.7244576215744019","0.6848167181015015","0.6832017302513123","0.7078130841255188","0.7850887179374695","0.6379828453063965","0.7083345055580139","649","0.550000011920929","0.6915534138679504","0.7086637616157532","0.6718972325325012","0.7296748757362366","0.696437418460846","0.5331563949584961","0.550000011920929","0.5284770727157593","0.5391156673431396"
"desert-sweep-9","finished","-","krl1","","2022-06-01T15:05:00.000Z","92","1wxcu9nl","false","32","0.4","0.00005","0.02","220","0.6625000238418579","0.6535353660583496","0.6092690825462341","0.6185904741287231","0.593220055103302","0.6341477632522583","0.6210795640945435","0.6491008400917053","0.6980693936347961","2872","0.6318181753158569","0.7440032958984375","0.7609741687774658","0.6741793751716614","0.6170849800109863","0.6841602325439453","0.5646741390228271","0.6625000238418579","0.6033159494400024","0.6016175150871277"
"deep-sweep-8","finished","-","krl1","","2022-06-01T15:04:39.000Z","20","1wxcu9nl","true","16","0.1","0.00005","0.1","16","0.5333333611488342","0.5136363506317139","0.7703871726989746","0.6735689043998718","0.7368064522743225","0.6953875422477722","0.6883681416511536","0.6551190614700317","0.6262567043304443","424","0.4954545497894287","0.8041284680366516","0.7331942915916443","0.7147101759910583","0.779757559299469","0.661625862121582","0.5948446393013","0.5333333611488342","0.48267972469329834","0.5035897493362427"
