"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_norm","batch_size","dropout","lr","negative_slope","epoch","train_acc_batch","train_acc_epoch","train_loss_agr_epoch","train_loss_batch","train_loss_con_epoch","train_loss_epoch","train_loss_ext_epoch","train_loss_neu_epoch","train_loss_ope_epoch","trainer/global_step","val_acc_epoch","val_loss_agr_epoch","val_loss_con_epoch","val_loss_epoch","val_loss_ext_epoch","val_loss_neu_epoch","val_loss_ope_epoch"
"colorful-sweep-9","finished","-","krl1","","2022-06-01T06:55:28.000Z","3327","da2dex70","true","64","0.1","0.005","0.02","66","1","0.9590594172477722","0.0088545773178339","0.005166149232536554","0.00866215955466032","0.007874125614762306","0.008796450681984425","0.007162196096032858","0.005895247682929039","27268","0.6363081932067871","1.5261975526809692","1.617171049118042","1.5204585790634155","1.4509260654449463","1.6318466663360596","1.376151442527771"
"splendid-sweep-8","finished","-","krl1","","2022-06-01T06:14:43.000Z","2436","da2dex70","false","128","0.2","0.001","0.1","131","0.998437523841858","0.9763109087944032","0.008175010792911053","0.00246419501490891","0.009011671878397465","0.00863840151578188","0.00934329628944397","0.009171674959361551","0.007490354124456644","26927","0.6168733239173889","2.8336353302001953","3.069160223007202","3.1076292991638184","3.6433401107788086","3.4147369861602783","2.5772759914398193"
"flowing-sweep-7","finished","-","krl1","","2022-06-01T04:40:57.000Z","5595","da2dex70","true","128","0.1","0.001","0.1","130","0.995312511920929","0.9812185764312744","0.023016730323433876","0.014257657341659067","0.016373420134186745","0.01996654272079468","0.02449610270559788","0.0170005913823843","0.01894587278366089","26723","0.6343409419059753","1.4773181676864624","1.568090319633484","1.6046127080917358","1.7725507020950315","1.8387336730957031","1.3663702011108398"
"hearty-sweep-6","finished","-","krl1","","2022-06-01T03:23:42.000Z","4634","da2dex70","true","64","0.4","0.001","0.01","91","0.993749976158142","0.9473195672035216","0.018764114007353783","0.021025164052844048","0.022778881713747975","0.021329795941710472","0.023484505712985992","0.024710828438401226","0.016910646110773087","37443","0.6108478307723999","0.625442624092102","0.7301909923553467","0.7127872705459595","0.8123151659965515","0.8096492290496826","0.5863383412361145"
"restful-sweep-5","finished","-","krl1","","2022-06-01T02:21:35.000Z","3726","da2dex70","true","64","0.1","0.00001","0.02","73","0.996874988079071","0.920300304889679","0.06096829101443291","0.05249131843447685","0.06370386481285095","0.0587555468082428","0.054719772189855576","0.06393083930015564","0.0504550077021122","30117","0.6190704107284546","0.8590664863586426","0.8901054859161377","0.8770571351051331","0.9700905084609984","0.927338480949402","0.7386845350265503"
"azure-sweep-4","finished","-","krl1","","2022-06-01T01:40:34.000Z","2460","da2dex70","false","128","0.1","0.0001","0.01","131","1","0.963613212108612","0.0019852931145578623","0.0005694780265912414","0.0043904101476073265","0.0020994425285607576","0.0014391517033800485","0.0017767702229321003","0.0009055885020643472","26927","0.6384404301643372","2.081350088119507","1.866581916809082","2.092771291732788","2.528576135635376","2.313410758972168","1.6739373207092283"
"cool-sweep-3","finished","-","krl1","","2022-06-01T01:00:46.000Z","2386","da2dex70","false","64","0","0.00001","0.01","94","0.8062499761581421","0.7589462399482727","0.31999874114990234","0.389058917760849","0.42266714572906494","0.30381423234939575","0.27869173884391785","0.2393136769533157","0.25839996337890625","38664","0.6502498388290405","0.6999208927154541","0.7161856293678284","0.8100544214248657","0.9350225329399108","0.9803054332733154","0.7188374400138855"
"laced-sweep-2","finished","-","krl1","","2022-06-01T00:16:40.000Z","2645","da2dex70","false","64","0.1","0.00001","0.02","102","0.84375","0.7497685551643372","0.37018147110939026","0.3374288082122803","0.45623794198036194","0.3579355776309967","0.35334455966949463","0.3050369620323181","0.3048766851425171","41920","0.6369284391403198","0.6236973404884338","0.6742998361587524","0.693071186542511","0.7513473033905029","0.827945351600647","0.5880661606788635"
"blooming-sweep-1","finished","-","krl1","","2022-05-31T23:47:00.000Z","1779","da2dex70","false","64","0.1","0.0001","0.01","68","1","0.9504850506782532","0.004152653273195028","0.00022604769037570804","0.0056300959549844265","0.00505716260522604","0.005053704138845205","0.006295467261224985","0.004153894260525703","28082","0.632339358329773","1.912705898284912","2.5279018878936768","2.2640905380249023","2.541781187057495","2.45263934135437","1.885424852371216"
"honest-sweep-4","finished","-","krl1","","2022-05-31T19:46:54.000Z","6812","indf2g33","false","32","0.3","0.005","0.05","41","0.5625","0.5537186861038208","19955234","12388626","17595794","21519684","26636608","25577164","17833616","34145","0.5402902960777283","9298232999936","5667054682112","7841898823680","6615657349120","10051689381888","7576857083904"
"jumping-sweep-3","finished","-","krl1","","2022-05-31T15:40:43.000Z","14766","indf2g33","true","32","0","0.0005","0","32","1","0.9295064210891724","0.02198491431772709","0.0020842773374170065","0.018200905993580815","0.018628723919391632","0.019434964284300804","0.0183331985026598","0.015189636498689651","26828","0.6465356945991516","1.39342999458313","1.734944462776184","1.6694611310958862","1.7906688451766968","1.97461998462677","1.4536423683166504"
"youthful-sweep-2","finished","-","krl1","","2022-05-31T14:34:36.000Z","3020","06ez83y5","false","64","0","0.001","0","67","1","0.9284312129020692","0.019875045865774155","0.0011138059198856354","0.020493915304541588","0.019587012007832527","0.02415510267019272","0.01958776637911797","0.013823214918375015","27268","0.6270597577095032","1.8741482496261597","2.02170991897583","1.8815901279449463","1.7679394483566284","2.068901538848877","1.675251841545105"
"olive-sweep-1","finished","-","krl1","","2022-05-31T13:34:52.000Z","3580","06ez83y5","true","64","0.4","0.0001","0.05","66","0.971875011920929","0.8610272407531738","0.10660238564014436","0.07583668828010559","0.11707006394863129","0.10768992453813551","0.1167442724108696","0.10917826741933824","0.08885452896356583","26861","0.39806708693504333","1.2429895401000977","2.47314453125","1.603542447090149","1.3570849895477295","1.568187594413757","1.3763062953948977"
"rich-sweep-1","finished","-","krl1","","2022-05-31T12:32:35.000Z","2778","qd7l0fe0","true","4","0.2","0.01","0.1","13","0.699999988079071","0.6639299392700195","0.5716649889945984","0.532748281955719","0.6148461103439331","0.5879032015800476","0.6093975305557251","0.6162846684455872","0.5273231863975525","84486","0.5853891372680664","0.6372138261795044","0.7424942255020142","0.7051537036895752","0.7332296967506409","0.7458691596984863","0.6669619083404541"
"lyric-sweep-1","finished","-","krl1","","2022-05-31T11:24:41.000Z","1177","ifpomh8u","false","2","0","0.0001","0","3","0.8999999761581421","0.6786787509918213","0.5505262017250061","0.30888471007347107","0.5810309052467346","0.5545396208763123","0.57224041223526","0.576687753200531","0.49221187829971313","38993","0.6495659947395325","0.5904611349105835","0.6624339818954468","0.6367934346199036","0.6504073739051819","0.6785889863967896","0.6020756363868713"
"easy-sweep-2","finished","-","krl1","","2022-05-31T10:32:07.000Z","18513","indf2g33","true","32","0.2","0.001","0.05","40","0.981249988079071","0.8951606154441833","0.037561096251010895","0.04935338348150253","0.037110231816768646","0.03829845413565636","0.043762657791376114","0.04105193540453911","0.03200633078813553","33332","0.600048840045929","1.1818674802780151","1.2037808895111084","1.2941559553146362","1.3207764625549316","1.5485920906066897","1.21576189994812"
