"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_norm","batch_size","dropout","lr","negative_slope","epoch","val_acc_epoch","train_acc_batch","train_acc_epoch","train_loss_agr_epoch","train_loss_batch","train_loss_con_epoch","train_loss_epoch","train_loss_ext_epoch","train_loss_neu_epoch","train_loss_ope_epoch","trainer/global_step","val_loss_agr_epoch","val_loss_con_epoch","val_loss_epoch","val_loss_ext_epoch","val_loss_neu_epoch","val_loss_ope_epoch"
"olive-sweep-11","finished","-","krl1","","2022-05-31T17:58:18.000Z","1410","waaaj393","false","8","0","0.00005","0.1","10","0.6565462946891785","0.949999988079071","0.8146868944168091","0.0963352471590042","0.08898767083883286","0.09102365374565125","0.10927025228738783","0.09849967807531355","0.17044658958911896","0.0900464728474617","35749","1.4544309377670288","1.4352308511734009","1.3348164558410645","1.5311816930770874","1.173415184020996","1.0798225402832031"
"misty-sweep-10","finished","-","krl1","","2022-05-31T17:12:57.000Z","2719","waaaj393","true","4","0.1","0.005","0.02","9","0.6596032977104187","0.6000000238418579","0.6742144823074341","0.5553231239318848","0.6823598146438599","0.6003999710083008","0.5732574462890625","0.5989580154418945","0.5939795970916748","0.5176253318786621","64989","0.5799475908279419","0.6427200436592102","0.6127486228942871","0.6361818313598633","0.6612723469734192","0.5436212420463562"
"exalted-sweep-9","finished","-","krl1","","2022-05-31T16:24:01.000Z","2935","waaaj393","false","4","0","0.00001","0","11","0.6619601249694824","0.8999999761581421","0.6756148338317871","0.5463289618492126","0.3982551097869873","0.5650613307952881","0.5495280027389526","0.5684978365898132","0.5767549872398376","0.4909959137439728","77987","0.5803817510604858","0.6295046806335449","0.5992290377616882","0.6297887563705444","0.6360417604446411","0.5204281806945801"
"smart-sweep-8","finished","-","krl1","","2022-05-31T15:55:47.000Z","1692","waaaj393","true","8","0","0.01","0.01","10","0.6540637612342834","0.8500000238418579","0.7510554194450378","0.3968907594680786","0.3829863369464874","0.4704205095767975","0.3802582919597626","0.36988335847854614","0.3299224078655243","0.33417412638664246","35749","0.6287043690681458","0.6716890335083008","0.6644260883331299","0.6836066246032715","0.7411924004554749","0.5969383716583252"
"fallen-sweep-7","finished","-","krl1","","2022-05-31T15:26:43.000Z","1741","waaaj393","true","8","0.1","0.001","0.1","10","0.6407526731491089","0.8999999761581421","0.7660276293754578","0.3314897418022156","0.2726752758026123","0.424664705991745","0.32485052943229675","0.3086063265800476","0.3031012713909149","0.2563910186290741","35749","0.623245120048523","0.6881923675537109","0.6673250794410706","0.6965298056602478","0.7205178141593933","0.6081402897834778"
"colorful-sweep-6","finished","-","krl1","","2022-05-31T14:03:25.000Z","4997","waaaj393","true","8","0.3","0.00001","0.02","31","0.5789051055908203","0.699999988079071","0.7573061585426331","0.3852191269397736","0.41807863116264343","0.39634907245635986","0.3798697590827942","0.3946768641471863","0.3934924304485321","0.3296131491661072","103999","0.6720543503761292","0.6884598135948181","0.664422333240509","0.6724815368652344","0.7262903451919556","0.5628255605697632"
"true-sweep-5","finished","-","krl1","","2022-05-31T13:13:18.000Z","3006","waaaj393","true","2","0.2","0.001","0.02","5","0.6317230463027954","0.10000000149011612","0.6329320073127747","0.6008437275886536","0.981480062007904","0.6721267700195312","0.6438716053962708","0.6798847913742065","0.6754178404808044","0.5910887122154236","77987","0.6201082468032837","0.6824394464492798","0.6589533090591431","0.681984007358551","0.690028965473175","0.620205819606781"
"happy-sweep-4","finished","-","krl1","","2022-05-31T12:50:41.000Z","1355","waaaj393","false","2","0.2","0.0005","0.05","2","0.5432673096656799","0.8999999761581421","0.6321126222610474","0.6089365482330322","0.5613789558410645","0.8680893182754517","0.8553931713104248","1.0031598806381226","0.6803555488586426","1.116421818733215","38993","103.69500732421876","5.387414932250977","37.94335174560547","30.349782943725582","0.8200153708457947","49.46455764770508"
"amber-sweep-3","finished","-","krl1","","2022-05-31T11:47:17.000Z","3802","waaaj393","false","2","0","0.0005","0","7","0.6371848583221436","0.800000011920929","0.6326175332069397","0.6015870571136475","0.5013060569763184","0.6758241057395935","0.6476526856422424","0.6871997714042664","0.6779642701148987","0.5956889390945435","103983","0.6090048551559448","0.677297830581665","0.6446759700775146","0.6825937628746033","0.6864864826202393","0.5679968595504761"
"generous-sweep-2","finished","-","krl1","","2022-05-31T11:16:45.000Z","1831","waaaj393","false","8","0.3","0.001","0.1","13","0.5330058336257935","0.550000011920929","0.6265842914581299","1.0148104429244995","0.6601867079734802","1.3420307636260986","1.2863667011260986","1.4016302824020386","0.9879482984542848","1.6854108572006226","45499","6674.5234375","6423.63525390625","5377.982421875","4019.751953125","2190.78076171875","7581.22021484375"
"effortless-sweep-1","finished","-","krl1","","2022-05-31T10:54:08.000Z","1355","waaaj393","false","2","0.3","0.001","0","2","0.637235701084137","0.8999999761581421","0.6326101422309875","0.6016679406166077","0.5507131814956665","0.6757857799530029","0.6477622985839844","0.6873976588249207","0.6780630946159363","0.5958939790725708","38993","0.608889102935791","0.677447497844696","0.6445708274841309","0.6813641786575317","0.6856259107589722","0.5695275664329529"
"peach-sweep-16","finished","-","krl1","","2022-05-31T08:04:39.000Z","5797","z6j60iv7","true","128","0.2","0.001","0.02","130","0.6234800219535828","0.993749976158142","0.978548526763916","0.02397722005844116","0.0128040611743927","0.020953258499503136","0.02188660390675068","0.020423008129000664","0.020861884579062465","0.02321765385568142","26723","1.2155569791793823","1.255999207496643","1.2789530754089355","1.4453377723693848","1.3895559310913086","1.0883156061172483"
"decent-sweep-15","finished","-","krl1","","2022-05-31T07:34:49.000Z","1789","z6j60iv7","false","64","0.4","0.01","0.01","64","0.5217204689979553","0.5218750238418579","0.548336923122406","837368256","1496644864","693124672","588341632","370425216","487603040","553187328","26454","3621906546688","6854244564992","11092753383424","19664302243840","12644905910272","12678406864896"
"drawn-sweep-14","finished","-","krl1","","2022-05-31T07:07:53.000Z","1614","z6j60iv7","true","16","0.3","0.01","0.02","16","0.5524837970733643","0.8125","0.7699940204620361","0.3338561952114105","0.4177567660808563","0.44212350249290466","0.3367711007595062","0.3045433461666107","0.2902489900588989","0.31308308243751526","27624","0.6973086595535278","0.7351020574569702","0.733288049697876","0.7795743942260742","0.8735963702201843","0.5808588862419128"
"resilient-sweep-13","finished","-","krl1","","2022-05-31T06:30:33.000Z","2239","z6j60iv7","true","32","0","0.005","0.05","33","0.6512291431427002","1","0.9347736835479736","0.013273012824356556","0.004661099519580603","0.012745230458676817","0.013453658670186996","0.016742676496505737","0.013712272979319096","0.010795083828270435","27641","1.886757731437683","1.7616761922836304","1.8285655975341797","1.7173386812210083","2.2451210021972656","1.5319334268569946"
"fiery-sweep-12","finished","-","krl1","","2022-05-31T06:09:36.000Z","1255","z6j60iv7","false","16","0","0.0005","0.1","17","0.6396743655204773","1","0.9175013899803162","0.031038379296660423","0.01777363196015358","0.03041665814816952","0.028696246445178986","0.03256508708000183","0.029543189331889153","0.019917916506528854","29249","1.5368647575378418","2.021317481994629","1.7842344045639038","1.9941117763519287","1.894606351852417","1.4742714166641235"
"pleasant-sweep-11","finished","-","krl1","","2022-05-31T05:42:52.000Z","1603","z6j60iv7","true","16","0","0.0001","0","16","0.6451246738433838","0.9375","0.9163454174995422","0.05157631263136864","0.08644657582044601","0.05396663025021553","0.05095663294196129","0.054715532809495926","0.05039442703127861","0.04413020238280296","27624","1.1446384191513062","1.272762656211853","1.2222892045974731","1.319122552871704","1.3975318670272827","0.9773903489112854"
"dazzling-sweep-10","finished","-","krl1","","2022-05-31T04:53:00.000Z","2990","z6j60iv7","true","32","0.3","0.00005","0","44","0.606773316860199","0.993749976158142","0.8940849304199219","0.059873271733522415","0.03130367025732994","0.06777854263782501","0.06200645491480827","0.06895075738430023","0.06461983919143677","0.04880988225340843","36584","0.6657061576843262","0.9625370502471924","0.854314386844635","0.880516767501831","1.128928780555725","0.6338833570480347"
"eternal-sweep-9","finished","-","krl1","","2022-05-31T04:30:59.000Z","1320","z6j60iv7","false","16","0","0.01","0.02","18","0.5315893292427063","0.5","0.5543176531791687","126388887552","19748460544","55849234432","72882429952","48508534784","77198753792","56466735104","30874","245113716736","58800050176","113195819008","87920730112","99701538816","74443128832"
"daily-sweep-8","finished","-","krl1","","2022-05-31T03:33:26.000Z","3451","z6j60iv7","true","64","0.4","0.0001","0.02","66","0.5547612309455872","0.984375","0.9199334979057312","0.033758778125047684","0.059828855097293854","0.03887553885579109","0.0346524715423584","0.038749810308218","0.036438848823308945","0.025439390912652016","27268","0.9339872598648072","1.3895684480667114","0.9655922055244446","0.9431368112564088","0.8916056156158447","0.6696630716323853"
"toasty-sweep-7","finished","-","krl1","","2022-05-31T02:42:33.000Z","3052","z6j60iv7","false","32","0.1","0.000005","0.01","73","0.6566591262817383","0.8062499761581421","0.7055881023406982","0.4804521799087525","0.4502565562725067","0.5006572604179382","0.47742167115211487","0.4990692138671875","0.478606790304184","0.42832303047180176","60161","0.5699645280838013","0.6284281015396118","0.6041409373283386","0.6430214643478394","0.6351649761199951","0.5441254377365112"
"iconic-sweep-6","finished","-","krl1","","2022-05-31T01:39:02.000Z","3808","z6j60iv7","false","16","0.1","0.000005","0.1","53","0.6357780694961548","0.949999988079071","0.6886988282203674","0.5055994987487793","0.2291800081729889","0.5377568006515503","0.5111944675445557","0.5343677997589111","0.5287573933601379","0.4494915306568146","87749","0.6236130595207214","0.690673828125","0.6724482178688049","0.7021260261535645","0.750313937664032","0.5955142378807068"
"astral-sweep-5","finished","-","krl1","","2022-05-31T01:01:40.000Z","2240","z6j60iv7","true","32","0","0.005","0.05","33","0.6572962999343872","1","0.9345719218254088","0.01912776380777359","0.007632337044924498","0.02155870757997036","0.02167241834104061","0.023090029135346413","0.024859732016921043","0.019725900143384933","27641","1.7715108394622805","1.819152355194092","1.7288862466812134","1.7614275217056274","1.81546950340271","1.4768712520599363"
"summer-sweep-4","finished","-","krl1","","2022-05-31T00:18:09.000Z","2610","z6j60iv7","false","16","0.4","0.001","0.05","36","0.5279920697212219","0.6875","0.6876108050346375","0.4306988716125488","0.6418518424034119","0.4766632318496704","0.4366911351680755","0.4624342620372772","0.4438585340976715","0.3698006570339203","60124","5.941421031951904","15.509540557861328","9.334287643432615","6.3272385597229","6.720881462097168","12.17235279083252"
"still-sweep-3","finished","-","krl1","","2022-05-30T23:43:46.000Z","2061","z6j60iv7","false","16","0","0.005","0","28","0.6371732950210571","0.625","0.6326612830162048","0.601611852645874","0.6598913073539734","0.6757470965385437","0.6476234793663025","0.687335193157196","0.6779072284698486","0.5955148339271545","47124","0.6105363965034485","0.6771122813224792","0.6449502110481262","0.6823890209197998","0.6881206035614014","0.5665929317474365"
"fine-sweep-2","finished","-","krl1","","2022-05-30T21:41:14.000Z","7351","z6j60iv7","true","64","0.4","0.0001","0","140","0.5249620079994202","1","0.956326961517334","0.013109494931995869","0.003244888735935092","0.014361177571117878","0.014347989112138748","0.01740345172584057","0.015041865408420564","0.011823945678770542","57386","0.7540820240974426","1.0436588525772097","0.8163698315620422","0.7403468489646912","0.8586214184761047","0.6851405501365662"
"bumbling-sweep-1","finished","-","krl1","","2022-05-30T20:59:23.000Z","2510","z6j60iv7","true","32","0.2","0.01","0.05","36","0.6240829229354858","1","0.906338632106781","0.029405737295746803","0.007054810877889395","0.030241278931498528","0.028620602563023567","0.02847735583782196","0.0298591461032629","0.02511950023472309","30080","1.1571125984191897","1.2450156211853027","1.2192182540893557","1.1759899854660034","1.2072474956512451","1.310725450515747"
"wobbly-sweep-13","finished","-","krl1","","2022-05-30T19:42:16.000Z","4492","l87t77g9","false","128","0.2","0.00001","0.1","218","0.5851322412490845","0.875","0.7723550200462341","0.29762935638427734","0.2900659143924713","0.3202034831047058","0.2710229158401489","0.25619372725486755","0.26203596591949463","0.21905206143856049","44675","0.662334144115448","0.628792941570282","0.7626459002494812","0.9146777987480164","0.9344854950904846","0.6729390025138855"
"worthy-sweep-12","finished","-","krl1","","2022-05-30T19:12:20.000Z","1795","l87t77g9","false","32","0.3","0.00005","0.1","41","0.5405414700508118","0.981249988079071","0.8901093006134033","0.028012625873088837","0.03713860735297203","0.024035951122641563","0.027036959305405617","0.030488381162285805","0.030579248443245888","0.022068597376346588","34145","2.038889169692993","2.036964178085327","2.2224931716918945","1.9544721841812136","3.549795627593994","1.5323455333709717"
"celestial-sweep-11","finished","-","krl1","","2022-05-30T18:35:20.000Z","2213","l87t77g9","true","32","0.4","0.0005","0.02","32","0.6434345245361328","0.975000023841858","0.8806576132774353","0.08261018246412277","0.07255226373672485","0.0842757523059845","0.08290208131074905","0.0909724310040474","0.09510987997055054","0.061542268842458725","26828","0.667558491230011","0.70103520154953","0.777290403842926","0.8496401906013489","0.7722449898719788","0.8959733247756958"
"light-sweep-10","finished","-","krl1","","2022-05-30T17:59:42.000Z","2136","l87t77g9","true","32","0","0.0005","0.05","32","0.6559342741966248","0.975000023841858","0.9518725275993348","0.01715727150440216","0.02929173782467842","0.015398126095533373","0.01687101274728775","0.019576819613575935","0.016502080485224724","0.015720749273896217","26828","1.706470251083374","1.922116756439209","1.784920573234558","1.8438715934753416","1.9519248008728027","1.5002212524414062"
"devout-sweep-9","finished","-","krl1","","2022-05-30T17:29:05.000Z","1835","l87t77g9","false","64","0.4","0.001","0.1","64","0.5606671571731567","0.971875011920929","0.9282565116882324","0.04144447296857834","0.08444994688034058","0.04718221724033356","0.04282553866505623","0.04657069966197014","0.04434417560696602","0.03458615019917488","26454","3.0094118118286133","3.9257285594940186","3.5946547985076904","3.6026978492736816","3.966222286224365","3.4692139625549316"
"cerulean-sweep-8","finished","-","krl1","","2022-05-30T16:27:05.000Z","3718","l87t77g9","true","64","0.4","0.01","0.02","71","0.5932515859603882","0.978124976158142","0.931161105632782","0.024934878572821617","0.06410684436559677","0.026140844449400905","0.025182969868183136","0.028315439820289612","0.026925688609480854","0.01959799975156784","29303","0.830064594745636","0.8682233691215515","0.9369585514068604","0.9388986229896544","0.9187846183776855","1.1288217306137085"
"serene-sweep-7","finished","-","krl1","","2022-05-30T15:30:26.000Z","3397","l87t77g9","false","32","0.1","0.00001","0.05","80","0.6213176846504211","0.943750023841858","0.7668538689613342","0.31334614753723145","0.1486048549413681","0.4199179708957672","0.295670747756958","0.26380032300949097","0.2339802384376526","0.24730895459651947","65852","0.6302191615104675","0.6738219857215881","0.7208172678947449","0.7822685241699219","0.8553496599197388","0.6624269485473633"
"gallant-sweep-6","finished","-","krl1","","2022-05-30T15:07:21.000Z","1383","l87t77g9","false","16","0.3","0.0005","0","18","0.6304648518562317","0.949999988079071","0.8155404925346375","0.14555151760578156","0.12992379069328308","0.15892155468463898","0.15249843895435333","0.16610944271087646","0.16709601879119873","0.12481381744146348","30874","0.6270512342453003","0.6625537276268005","0.6645674109458923","0.702690601348877","0.7148911356925964","0.6156502366065979"
"graceful-sweep-5","finished","-","krl1","","2022-05-30T14:38:09.000Z","1751","l87t77g9","true","16","0","0.005","0.1","17","0.6609561443328857","1","0.8564343452453613","0.05749651417136192","0.01325046829879284","0.04533947631716728","0.06077338382601738","0.0519508421421051","0.07758986204862595","0.07149014621973038","29249","1.1697707176208496","1.3142404556274414","1.1981574296951294","1.3642879724502563","1.3294696807861328","0.8130178451538086"
"soft-sweep-4","finished","-","krl1","","2022-05-30T14:00:56.000Z","2230","l87t77g9","true","32","0","0.00005","0.02","32","0.6334635019302368","0.987500011920929","0.9608944058418274","0.016805928200483322","0.029592199251055717","0.017999308183789253","0.01724049262702465","0.019086994230747223","0.016736803576350212","0.015573416836559772","26828","1.2641974687576294","1.6583611965179443","1.4844826459884644","1.7692632675170898","1.5527400970458984","1.1778504848480225"
"polished-sweep-3","finished","-","krl1","","2022-05-30T13:23:08.000Z","2267","l87t77g9","true","32","0","0.0005","0.01","33","0.6465678215026855","0.975000023841858","0.9547592997550964","0.012418575584888458","0.05581841617822647","0.01626797579228878","0.013037587516009808","0.014490042813122272","0.013370972126722336","0.008640363812446594","27641","1.580885648727417","1.4514927864074707","1.6166133880615234","1.6542587280273438","2.0126116275787354","1.3838179111480713"
"solar-sweep-2","finished","-","krl1","","2022-05-30T12:44:10.000Z","2336","l87t77g9","true","16","0.4","0.000005","0.1","23","0.5927331447601318","0.6000000238418579","0.6868540644645691","0.5280217528343201","0.6609794497489929","0.5406126976013184","0.5383780002593994","0.5684077143669128","0.5664336681365967","0.4884125888347626","38999","0.683540940284729","0.6763357520103455","0.747961163520813","0.8039379715919495","0.8028726577758789","0.773118793964386"
"lively-sweep-1","finished","-","krl1","","2022-05-30T11:49:04.000Z","3305","l87t77g9","true","32","0.2","0.00001","0.05","48","0.6089609861373901","0.956250011920929","0.8634181022644043","0.12168687582015993","0.09626760333776474","0.1270337849855423","0.12999358773231506","0.1386788934469223","0.14188043773174286","0.12068799883127213","39836","0.643659770488739","0.6789377927780151","0.6877727508544922","0.7615622878074646","0.7513183355331421","0.6033855080604553"
